Moronene	mqn	kuhe	cuscus	**kusay	David Andersen (DM)
Padoe	pdo	kuhe	cuscus	**kusay	\cite[444]{Mead1998}
Taloki	tlk	kuhe;	bear cuscus;	**kusay	\cite{Mead2020d}
		doalo	dwarf cuscus	misc.	
Kulisusu	vkl	kuhe;	bear cuscus;	**kusay	\cite{Mead2019}
		toŋali	dwarf cuscus	**taŋali	
Kodeoha	vko	monea	cuscus	misc.	Edwards fieldnotes
Mori Bawah	xmz	kuhe;	bear cuscus;	**kusay	\cite[51]{Esser1927}
		toŋali	dwarf cuscus	**taŋali	
Wawonii	wow	toŋali	dwarf cuscus	**taŋali	\cite[201]{FaridaDahruddin2008}
Busoa	bup	mante	cuscus	**mantəR	\cite{vandenBerg2020}
Cia-Cia	cia	kuse,	bear cuscus,	**kusay, 	
		mante;	bear cuscus;	**mantəR	\cite{Mead2015,Mead2017c,MeadTruong2021}	(\it{kuse} in Wasambua)
		toŋali	dwarf cuscus	**taŋali	
Kaisabu	cia	mante	cuscus	**mantəR	\cite{Mead2017a}
Lasalimu	llm	suʔe;	bear cuscus;	**kusay	\cite{Mead2018b} \it{(met.)}
		toŋali	dwarf cuscus	**taŋali	
Muna	mnb	kuhe;	bear cuscus;	**kusay	\cite{SiduVanDenBerg1996}
		kampaʁi	dwarf cuscus	misc.	
S. Muna	mnb	kuʔe	cuscus	**kusay	\cite{Atakasi2006}
Pancana	pnp	mante	bear/dwarf cuscus	**mantəR	\cite{McDowell2010}
Kambowa	ues	mante;	bear cuscus;	**mantəR	\cite{Mead2020b}
		tonali	dwarf cuscus	**taŋali	
Kioko	ues	mante;	bear cuscus;	**mantəR	\cite[13]{Mead2020c}	(\it{xuloko} possibly squirrel)
		xuloko	dwarf cuscus	misc.	
Kumbewaha	xks	suʔe;	bear cuscus;	**kusay	\cite{Mead2017b} \it{(met.)}
		toŋali	dwarf cuscus	**taŋali	
Wolowa	xks	mante	cuscus	**mantəR	\cite{Mead2017c}
Kaimbulawa	zka	mante	bear/dwarf cuscus	**mantəR	\cite{McDowell2010}
Makasar	mak	memu	cuscus	misc.	\cite[34]{Meyer1896}
Selayar	sly	mému	cuscus	misc.	\cite[52]{Stokhof1987}
Bugis	bug	mému	cuscus	misc.	\cite[281]{Nur2008}
Toraja-Sa'dan	sda	kuse;	cuscus;	**kusay	\cite[64]{Mills1981};
		taŋali	dwarf cuscus	**taŋali	\cite{Tammu1972}
Mamasa	mqj	kuse;	bear cuscus;	**kusay	David Matti (DM)
		taŋali	dwarf cuscus	**taŋali	Michael Martens (DM)
Mamuju	mqx	kuse;	cuscus;	**kusay	\cite[10]{Stokhof1984}
		taŋali	cuscus	**taŋali	
Aralle-Tabulahan	atq	kuse	cuscus	**kusay	\cite{Ahpa2012}
Bambam	ptu	kuse	cuscus	**kusay	Phil Campbell (DM)
Mandar	mdr	use	cuscus	**kusay	\cite[64]{Mills1981}
Tae'	rob	kuse	cuscus	**kusay	Ian Vail (via William McConvell
Duri	mvp	kuse	cuscus	**kusay	Michael Martens (DM)
Maiwa	wmm	moʔgoŋ	cuscus	misc.	Masao Yamaguchi (DM)
Rampi	lje	‹kühe›	cuscus	**kusay	Michael Martens (DM)
Napu	npy	kuhe;	bear cuscus;	**kusay	Michael Martens (DM)
		taŋali	dwarf cuscus	**taŋali	
Behoa	bep	kuhe	bear cuscus	**kusay	Michael Martens (DM)
		taŋali	dwarf cuscus	**taŋali	
Bada	bhz	kuhe	cuscus	**kusay	Michael Martens (DM)
Lemolang	ley	kuse	bear cuscus	**kusay	William McConvell pers. comm. 9 June 2021
Seko Padang	skx	kuse;	bear cuscus;	**kusay	Michael Martens (DM)
		tunnaliʔ	dwarf cuscus	(**taŋali)	
Iha	ihp	kɛt	cuscus	misc.	\cite{Donohue2010}
Mbaham	bdv	matabes	cuscus	**mantəR	\cite{Donohue2010}
Kalamang	kgv	se	cuscus	misc.	\cite[481]{Visser2022}
Makasae	mkz	laubuti	cuscus	**lau	\cite{Klamer2002}
Makalero	mjb	lou	cuscus	**lau	\cite[574]{Huber2011}	
Bunak	bfn	zulet	cuscus	misc.	\cite[269]{Schapper2011}
Fataluku	ddg	at͡sur;	cuscus species;	misc.	\cite[176]{Heston2015};
		loo	cuscus species	**lau	\cite[188]{Heston2015}
Iha	ihp	hɪŋgyɛri	bandicoot	misc.	\cite{Donohue2010}
Mbaham	bdv	koporów	bandicoot	misc.	\cite{Donohue2010ʉ
Iha	ihp	waɣɛr	tree kangaroo	**waked	\cite{Donohue2010}
Mbaham	bdv	wanía	tree kangaroo	misc.	\cite[69]{Cottet2015}
Kalamang	kgv	taer	tree kangaroo	misc.	\cite[483]{Visser2022}
Iha	ihp	k͡ponk͡pon;	kangaroo;	misc.	\cite{Donohue2010};
		tan hɔ́mbi	kangaroo	misc.	\cite{Donohue2010}
Mbaham	bdv	kaβáɣat	kangaroo	misc.	\cite{Donohue2010}
Kalamang	kgv	tapar	kangaroo	misc.	\cite[484]{Visser2022}
Iha	ihp	manda;	bat	*mandəl;	SV \citeyear[122]{SmitsVoorhoeve1998}
		mbayɛr	bat	misc.	\cite{Donohue2010}
Mbaham	bdv	mbayé	bat	misc.	\cite[63]{Cottet2015}
Kalamang	kgv	kuek	fruit bat	misc.	\cite[467]{Visser2022}
Makasae	mkz	siri	bat	misc.	\cite{Klamer2002}
Makalero	mjb	hiriʔ	bat	misc.	\cite[556]{Huber2011}
Bunak	bfn	zupal	bat	misc.	\cite{Klamer2002}
Fataluku	ddg	mat͡sa	bat	*mandəl	\cite[189]{Heston2015}
Oirata	oia	maʈa-mailur	large bat	*mandəl	\cite{DeJosselinDeJong1937} cited in \cite[493]{UsherSchapper2022}
Wersing	kvw	məduku	bat	*mandəl	Johnny Banamtuan pers. comm. Oct.2020
Sawila	swt	madiiku 	bat	*mandəl	Johnny Banamtuan pers. comm. Oct.2020
Kamang	woi	maˈtei	bat	*mandəl	\cite[87]{SchapperManimau2011}	(Dialect variants: \it{mate, matii})
Abui	abz	maˈrɛl	bat	*mandəl	\cite[85]{KratochvilDelpada2008}
Kafoa	kpu	marel	bat	*mandəl	\cite[493]{UsherSchapper2022}
Klon	kyo	mədel	bat	*mandəl	\cite[269]{Schapper2011}
Teiwa	twe	medi	bat	*mandəl	\cite[35]{KlamerSir2011}
Klamu 	nec	[ˈmărˑɑ]	bat	*mandəl	Grimes fieldnotes	(see §2.4.6)
Papuna	---	marie	bat	*mandəl	\cite{Delpada2011}
Mauta	lev	madːe	bat	*mandəl	\cite[92]{HoltonKoly2008}	(k.o. slightly furry bat)
Tubbe	lev	madːe	bat	*mandəl	\cite[92]{HoltonKoly2008}	(k.o. slightly furry bat)
Lamma	lve	madːal	flying fox	*mandəl	\cite[92]{HoltonKoly2008}	(Indonesian \it{kalung})
Sahu	saj	ʔúsoro	cuscus	*kusor	\cite[131]{VisserVoorhoeve1987}
Ternate	tft	kuso	cuscus	*kusor	\cite[269]{Schapper2011}
Tidore	tvo	kuso	cuscus	*kusor	\cite[269]{Schapper2011}
Galela	gbi	kuso	cuscus	*kusor	\cite[223]{vanBaarda1895}
Tobelo	tlb	kuho	cuscus	*kusor	\cite[212]{Hueting1908}
Pagu	pgu	kuso	cuscus	*kusor	Dalan Mehuli Perangin Angin pers. comm. May 2023
W. Makian	mky	kusu	cuscus	*kusor	\cite[81]{Collins1982b}
Hatam	had	indzɛya	opossum	**kVndoR(a)	SV \citeyear[221]{SmitsVoorhoeve1998}
Kehu	khh	kíil-yô	cuscus	misc.	\cite[255]{Kamholz2012}
Kemberano	bzp	metawetu,	cuscus	**mantəR,	\cite{Voorhoeve1984}
		tuaijna	cuscus	misc.	
Mansim	---	nir gwem;  	cuscus	misc.	\cite{Reesink2002c}
		ogu;	cuscus	misc.
		usi	cuscus	misc.
Maybrat	ayz	kak (ara)	cuscus	misc.	\cite[157]{Dol2007}
Meyah	mej	ugwodi	cuscus	misc.	\cite{Reesink2002d}
Mor	moq	waduma	cuscus	misc.	\cite{Donohue2010}
Moskona	mtj	mioda	cuscus	**mantəR	\cite{Gravelle2010b}
Maybrat	ayz	swi	k.o. bird, k.o. cuscus	misc.	\cite[305, 310]{Dol2007}	(both glosses occur)
Yawa	yva	maer;	cuscus;	**mantəR	\cite[28]{JonesPaai1989}
		maidendem;	Red Cuscus;
		maituntum;	Spotted Cuscus;
		maikane;	brown cuscus;
		maibuga;	White Cuscus;
		tuvoae;	Oriental Cuscus;
		mairiʤam	ground cuscus		
Abun	kgr	mit	kangaroo	**mantəR	SV \citeyear[219]{SmitsVoorhoeve1998}
Karon Dori	kgw	akos	kangaroo	misc.	SV \citeyear[118, 218, 228]{SmitsVoorhoeve1998}
Kwerba	kwe	weta	kangaroo	misc.	SV \citeyear[117, 218, 228]{SmitsVoorhoeve1998}
Moraid	msg	mawa	kangaroo	misc.	SV \citeyear[118, 219, 228]{SmitsVoorhoeve1998}
Mpur	akc	kamti, baʤinek	kangaroo	misc.	SV \citeyear[219]{SmitsVoorhoeve1998}
Maybrat	ayz	tief/tiyif	ground kangaroo	misc.	Dol 2007: 306
Samarokena	tmj	turasa	kangaroo	misc.	SV \citeyear[117, 218, 228]{SmitsVoorhoeve1998}
Tanahmerah	tcm	nawino	kangaroo	misc.	SV \citeyear[219]{SmitsVoorhoeve1994}
Yahadian	ner	kisoro	kangaroo	{\#}kisor(o)	SV \citeyear[219]{SmitsVoorhoeve1998}
Yawa	yva	maeramon 	wallaby	**mantəR	\cite[28]{JonesPaai1989}
Duriankere	dbn	kesyoro	tree wallaby	{\#}kisor(o)	SV \citeyear[228]{SmitsVoorhoeve1998}
Inanwatan	szp	isoro	tree wallaby	{\#}kisor(o)	SV \citeyear[219]{SmitsVoorhoeve1998}
Kais	kzm	kisoro	tree wallaby	{\#}kisor(o)	SV \citeyear[229]{SmitsVoorhoeve1998}
Puragi	pru	kamaʤi	tree wallaby	**mantəR	SV \citeyear[229]{SmitsVoorhoeve1998}
Yawa	yva	maisyaonda 	tree wallaby	misc.	\cite[28]{JonesPaai1989}
Karon Dori	kgw	katuwa	tree wallaby	misc.	SV \citeyear[228]{SmitsVoorhoeve1998}
Konda	knd	‹märet›	tree wallaby	**mantəR	SV \citeyear[228]{SmitsVoorhoeve1998}
Kwerba	kwe	koreya	tree wallaby	misc.	SV \citeyear[228]{SmitsVoorhoeve1998}
Maybrat	ayz	katui	tree kangaroo	misc.	Dol 2007: 300
Moi	mxn	kasyor	tree wallaby	{\#}kisor(o)	SV \citeyear[228]{SmitsVoorhoeve1998}
Mor	moq	ˈiror/iora	tree wallaby	{\#}kisor(o)	\cite{Donohue2010}/SV \citeyear[229]{SmitsVoorhoeve1998}
Moraid	msg	‹mähäbi›	tree wallaby	misc.	SV \citeyear[118, 228]{SmitsVoorhoeve1998}
Mpur	akc	a soma;	black wallaby;	misc.	SV \citeyear[228]{SmitsVoorhoeve1998}
		kambu	grey tree wallaby	misc.	
Samarokena	tmj	mawena	tree wallaby	misc.	SV \citeyear[117, 218, 228]{SmitsVoorhoeve1998}
Seget	sbg	suen	tree wallaby	misc.	SV \citeyear[118, 228]{SmitsVoorhoeve1998}
Tanahmerah	tcm	uaɛ	tree wallaby	misc.	SV \citeyear[229]{SmitsVoorhoeve1994}
Tunggare	trt	kura	tree wallaby	misc.	SV \citeyear[228]{SmitsVoorhoeve1998}
Isirawa 	srl	iˈroro	marsupial	**kindoR	SV \citeyear[117]{SmitsVoorhoeve1998}
Kalabra	kzz	me	marsupial	**mantəR	SV \citeyear[118]{SmitsVoorhoeve1998} 
Karon Dori	kgw	teftiag	marsupial	misc.	SV \citeyear[118, 218, 228]{SmitsVoorhoeve1998}
Kwerba	kwe	ˈbeberiʧa	marsupial	misc.	SV \citeyear[117, 218, 228]{SmitsVoorhoeve1998}
Mawes	mgk	kudur	marsupial	**kVndoR(a)	SV \citeyear[128]{SmitsVoorhoeve1994}
Moraid	msg	mänoho	marsupial	misc.	SV \citeyear[118, 219, 228]{SmitsVoorhoeve1998}
Mpur	akc	kerer	marsupial	misc.	SV \citeyear[118, 218, 228]{SmitsVoorhoeve1998}
Orya	ury	sindor	marsupial	**kindoR	SV \citeyear[128]{SmitsVoorhoeve1994}
Samarokena	tmj	ˈsinifa	marsupial	misc.	SV \citeyear[117, 218, 228]{SmitsVoorhoeve1998}
Seget	sbg	bau	marsupial	misc.	SV \citeyear[118, 228]{SmitsVoorhoeve1998}
Sougb	mnx	meːsur	marsupial	**mantəR	SV \citeyear[118]{SmitsVoorhoeve1998}
Tanahmerah	tcm	kuehɛburi	marsupial	misc.	SV \citeyear[118]{SmitsVoorhoeve1994}
Tunggare	trt	begih, bɛgi	marsupial	misc.	SV \citeyear[117]{SmitsVoorhoeve1998}
Maybrat	ayz	wafu;	marsupial;	misc.	SV \citeyear[118]{SmitsVoorhoeve1998}
		ʤifʤa;	marsupial;	misc.	
		difidiag	small marsupial	misc.	
Yawa	yva	panaim	bandicoot	misc.	\cite[28]{JonesPaai1989}
